0x2458CFb0ad83e1945022007bf034D23E370fE099,0x2458CFb0ad83e1945022007bf034D23E370fE099,470
0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,2310
0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,1320
0x2E3162286F6Db3DD98709D580117925173282C87,0x2E3162286F6Db3DD98709D580117925173282C87,1320
0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,7070
0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,7070
0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,7070
0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,8170
0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,7070
0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x999300382C55c46Ecdf752Db1fb483D5411f1977,7070
0x6E3475CcE2f9aB579533467D391771D723c6D634,0x6E3475CcE2f9aB579533467D391771D723c6D634,7070
0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,7070
0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,7070
0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,7070
0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,5970
0x90d3adF19f96D78Ae64786112111F6837159A9A2,0x90d3adF19f96D78Ae64786112111F6837159A9A2,7070
0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,7070
0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,7070
0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,7070
