id,timeset,transfer_subtype,source,target,weight,token_name,token_address
247070,2020-05-22 16:50:03.035031,STANDARD,0xc825F9480F96629A59fB5F4E5B35b07f3F74b3b9,0xD2DDA67Ec808ea71ee01Dce97c16691C081E0d9B,100.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
285261,2020-06-07 08:29:25.518392,STANDARD,0xD2DDA67Ec808ea71ee01Dce97c16691C081E0d9B,0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,500.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
286751,2020-06-08 05:13:56.103928,STANDARD,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,854.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
286787,2020-06-08 05:33:02.516825,STANDARD,0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,854.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
354144,2020-07-02 06:09:23.790750,STANDARD,0x555F647F9252CD433D90c5719dd1d1Feed06fD5e,0x2458CFb0ad83e1945022007bf034D23E370fE099,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
356465,2020-07-03 06:31:03.718433,STANDARD,0x2458CFb0ad83e1945022007bf034D23E370fE099,0xc825F9480F96629A59fB5F4E5B35b07f3F74b3b9,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
356793,2020-07-03 08:00:02.575651,STANDARD,0xc825F9480F96629A59fB5F4E5B35b07f3F74b3b9,0xC9374028eB36b39eB68AEAa9a198893e5F31c07B,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
357502,2020-07-03 12:40:09.111151,STANDARD,0xC9374028eB36b39eB68AEAa9a198893e5F31c07B,0x8513430CAFaA18f2F1a4e3C8aC8849dc3957E037,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
357514,2020-07-03 12:42:22.224632,STANDARD,0xC9374028eB36b39eB68AEAa9a198893e5F31c07B,0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358266,2020-07-03 18:39:58.229114,STANDARD,0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358370,2020-07-03 19:14:27.892083,STANDARD,0x8513430CAFaA18f2F1a4e3C8aC8849dc3957E037,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358575,2020-07-04 06:10:04.082022,STANDARD,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,940.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358584,2020-07-04 06:12:30.465019,STANDARD,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358819,2020-07-04 07:06:27.603355,STANDARD,0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358824,2020-07-04 07:07:14.789468,STANDARD,0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358887,2020-07-04 07:20:30.006500,STANDARD,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
358890,2020-07-04 07:21:17.364492,STANDARD,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359035,2020-07-04 08:04:49.851486,STANDARD,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0x2E3162286F6Db3DD98709D580117925173282C87,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359040,2020-07-04 08:05:36.568175,STANDARD,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359047,2020-07-04 08:06:47.403674,STANDARD,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359049,2020-07-04 08:07:10.511214,STANDARD,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359119,2020-07-04 08:30:48.647324,STANDARD,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0x2E3162286F6Db3DD98709D580117925173282C87,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359122,2020-07-04 08:31:33.322345,STANDARD,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359125,2020-07-04 08:32:44.314440,STANDARD,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
359127,2020-07-04 08:33:06.920862,STANDARD,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360611,2020-07-05 10:19:52.829245,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360612,2020-07-05 10:20:19.634419,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360616,2020-07-05 10:20:43.630399,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360619,2020-07-05 10:21:33.672451,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360620,2020-07-05 10:21:55.389870,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0x999300382C55c46Ecdf752Db1fb483D5411f1977,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360621,2020-07-05 10:22:21.106870,STANDARD,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360674,2020-07-05 10:40:45.322112,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360675,2020-07-05 10:41:07.271364,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360676,2020-07-05 10:41:29.119799,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360680,2020-07-05 10:42:16.406096,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360681,2020-07-05 10:42:39.648794,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0x999300382C55c46Ecdf752Db1fb483D5411f1977,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360682,2020-07-05 10:43:03.236032,STANDARD,0x2E3162286F6Db3DD98709D580117925173282C87,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360729,2020-07-05 11:02:53.716959,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360730,2020-07-05 11:03:14.808560,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0x999300382C55c46Ecdf752Db1fb483D5411f1977,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360731,2020-07-05 11:03:38.853756,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360735,2020-07-05 11:04:24.660030,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360736,2020-07-05 11:04:51.383493,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
360737,2020-07-05 11:05:16.796145,STANDARD,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361022,2020-07-05 13:09:18.391817,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361024,2020-07-05 13:09:47.151883,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0x999300382C55c46Ecdf752Db1fb483D5411f1977,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
