id,timeset,transfer_subtype,source,target,weight,token_name,token_address
361027,2020-07-05 13:10:17.058912,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361031,2020-07-05 13:11:43.243443,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361032,2020-07-05 13:12:07.478406,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361033,2020-07-05 13:12:31.918414,STANDARD,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361087,2020-07-05 13:30:23.897921,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361092,2020-07-05 13:31:34.069941,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361098,2020-07-05 13:32:20.389623,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361099,2020-07-05 13:32:45.370400,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361100,2020-07-05 13:33:06.528115,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361103,2020-07-05 13:33:29.569898,STANDARD,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361140,2020-07-05 13:49:00.449662,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361144,2020-07-05 13:50:06.612987,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361147,2020-07-05 13:50:35.250173,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361148,2020-07-05 13:50:57.029626,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361149,2020-07-05 13:51:18.854975,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361152,2020-07-05 13:52:04.430213,STANDARD,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361177,2020-07-05 14:01:54.006721,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361180,2020-07-05 14:02:52.097073,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361181,2020-07-05 14:03:16.928882,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361182,2020-07-05 14:03:48.159194,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361184,2020-07-05 14:04:10.299377,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361186,2020-07-05 14:04:58.922316,STANDARD,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361191,2020-07-05 14:06:32.483238,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361196,2020-07-05 14:07:20.971625,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361197,2020-07-05 14:07:42.672357,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361200,2020-07-05 14:08:05.461818,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361202,2020-07-05 14:08:53.536828,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361206,2020-07-05 14:10:00.020101,STANDARD,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361213,2020-07-05 14:13:00.387603,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361216,2020-07-05 14:13:42.393311,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361217,2020-07-05 14:14:04.268814,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361220,2020-07-05 14:14:25.162810,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361222,2020-07-05 14:14:56.798196,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361225,2020-07-05 14:15:45.659733,STANDARD,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361229,2020-07-05 14:17:21.558592,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361231,2020-07-05 14:18:03.063890,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361232,2020-07-05 14:18:21.248018,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361233,2020-07-05 14:18:40.336633,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361234,2020-07-05 14:18:59.676734,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x90d3adF19f96D78Ae64786112111F6837159A9A2,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361239,2020-07-05 14:20:11.295420,STANDARD,0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x6E3475CcE2f9aB579533467D391771D723c6D634,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361280,2020-07-05 14:37:27.144005,STANDARD,0x6E3475CcE2f9aB579533467D391771D723c6D634,0x3f572B51c07C64C51f93f80c6C9501fFB1f83360,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361285,2020-07-05 14:38:58.936148,STANDARD,0x6E3475CcE2f9aB579533467D391771D723c6D634,0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361287,2020-07-05 14:39:38.570857,STANDARD,0x6E3475CcE2f9aB579533467D391771D723c6D634,0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361288,2020-07-05 14:40:01.791752,STANDARD,0x6E3475CcE2f9aB579533467D391771D723c6D634,0xf289D458d0b0e6c943a97a32E92296e06fD116C8,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361291,2020-07-05 14:40:50.076308,STANDARD,0x6E3475CcE2f9aB579533467D391771D723c6D634,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361356,2020-07-05 14:55:37.817853,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361358,2020-07-05 14:56:23.710821,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0xf289D458d0b0e6c943a97a32E92296e06fD116C8,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361360,2020-07-05 14:56:47.420671,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361361,2020-07-05 14:57:09.489921,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361366,2020-07-05 14:58:15.851758,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x3f572B51c07C64C51f93f80c6C9501fFB1f83360,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361368,2020-07-05 14:58:42.798458,STANDARD,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x8137DeDE9670a8CC3e2C739d314Aa4976801a4D0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361373,2020-07-05 14:59:46.881639,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x8137DeDE9670a8CC3e2C739d314Aa4976801a4D0,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361375,2020-07-05 15:00:09.125177,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x3f572B51c07C64C51f93f80c6C9501fFB1f83360,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361379,2020-07-05 15:01:21.209881,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361380,2020-07-05 15:01:43.646669,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361382,2020-07-05 15:02:09.863606,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0xf289D458d0b0e6c943a97a32E92296e06fD116C8,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361387,2020-07-05 15:03:05.671271,STANDARD,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361395,2020-07-05 15:05:35.398157,STANDARD,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
361400,2020-07-05 15:06:32.196708,STANDARD,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,0xf289D458d0b0e6c943a97a32E92296e06fD116C8,470.0,Sarafu,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4
